file_path,device,is_behavior,set_type,type_label,brand_label,device_label,sample_file,sample_base,seq_feature_path,raw_feature_path,behavior_type,idle_group
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00037_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00037.csv,magichome-strip__2019-04-26_idle__00037,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00037_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00037_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00137_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00137.csv,magichome-strip__2019-04-26_idle__00137,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00137_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00137_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00277_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00277.csv,magichome-strip__2019-04-26_idle__00277,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00277_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00277_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00033_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00033.csv,magichome-strip__2019-04-26_idle__00033,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00033_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00033_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00274_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00274.csv,magichome-strip__2019-04-26_idle__00274,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00274_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00274_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00440_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00440.csv,magichome-strip__2019-04-26_idle__00440,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00440_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00440_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00124_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00124.csv,magichome-strip__2019-04-26_idle__00124,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00124_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00124_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00265_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00265.csv,magichome-strip__2019-04-26_idle__00265,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00265_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00265_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00004_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00004.csv,magichome-strip__2019-04-26_idle__00004,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00004_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00004_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00326_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00326.csv,magichome-strip__2019-04-26_idle__00326,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00326_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00326_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00215_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00215.csv,magichome-strip__2019-04-26_idle__00215,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00215_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00215_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00327_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00327.csv,magichome-strip__2019-04-26_idle__00327,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00327_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00327_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00175_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00175.csv,magichome-strip__2019-04-26_idle__00175,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00175_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00175_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00374_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00374.csv,magichome-strip__2019-04-26_idle__00374,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00374_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00374_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00345_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00345.csv,magichome-strip__2019-04-26_idle__00345,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00345_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00345_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00407_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00407.csv,magichome-strip__2019-04-26_idle__00407,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00407_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00407_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00136_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00136.csv,magichome-strip__2019-04-26_idle__00136,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00136_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00136_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00110_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00110.csv,magichome-strip__2019-04-26_idle__00110,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00110_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00110_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00168_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00168.csv,magichome-strip__2019-04-26_idle__00168,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00168_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00168_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00291_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00291.csv,magichome-strip__2019-04-26_idle__00291,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00291_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00291_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00416_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00416.csv,magichome-strip__2019-04-26_idle__00416,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00416_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00416_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00269_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00269.csv,magichome-strip__2019-04-26_idle__00269,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00269_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00269_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00442_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00442.csv,magichome-strip__2019-04-26_idle__00442,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00442_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00442_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00030_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00030.csv,magichome-strip__2019-04-26_idle__00030,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00030_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00030_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00415_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00415.csv,magichome-strip__2019-04-26_idle__00415,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00415_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00415_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00276_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00276.csv,magichome-strip__2019-04-26_idle__00276,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00276_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00276_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00418_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00418.csv,magichome-strip__2019-04-26_idle__00418,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00418_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00418_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00047_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00047.csv,magichome-strip__2019-04-26_idle__00047,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00047_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00047_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00405_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00405.csv,magichome-strip__2019-04-26_idle__00405,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00405_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00405_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00213_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00213.csv,magichome-strip__2019-04-26_idle__00213,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00213_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00213_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00211_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00211.csv,magichome-strip__2019-04-26_idle__00211,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00211_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00211_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00051_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00051.csv,magichome-strip__2019-04-26_idle__00051,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00051_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00051_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00392_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00392.csv,magichome-strip__2019-04-26_idle__00392,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00392_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00392_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00199_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00199.csv,magichome-strip__2019-04-26_idle__00199,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00199_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00199_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00094_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00094.csv,magichome-strip__2019-04-26_idle__00094,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00094_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00094_raw.npz,,2019-04-26_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00362_stat.csv,magichome-strip,0,unknown,HomeAutomation,Magichone,magichome-strip,magichome-strip__2019-04-26_idle__00362.csv,magichome-strip__2019-04-26_idle__00362,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00362_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/magichome-strip/idle/2019-04-26_idle/magichome-strip__2019-04-26_idle__00362_raw.npz,,2019-04-26_idle
